scale,class_code,class_name,item_idx,subclass,source_id,eval_mode,prompt_preview,gold,search_status,best_path_json,n_paths_evaluated,n_apply_failures,mean_search_reward,best_search_reward,mean_terminal_entropy_nats,best_terminal_entropy_nats,argmax_token_str,argmax_token_id,next_token_entropy_nats,top5_json,gold_first_token_rank,gold_first_token_prob,wallclock_sec
1B,C4,hellaswag_continuation,90,creative_completion,activitynet~v_Cof9eHf7VCI,open_continuation,The camera moves across the water and several people on boats and jet-skis are moving in the water near a large wave. Mo,is then shown and surf boards appear that are washed up against the banks of the water.,ok,"[0.1,0.1,0.1]",27,0,-0.17653211570825622,-0.16312286402747353,2.0763325338010437,1.9186158180236816,The,791,1.9186158180236816,"[[""The"",0.6485836505889893],[""A"",0.11628463864326477],[""As"",0.03331610932946205],[""It"",0.022897804155945778],[""His"",0.014329079538583755]]",176,9.883816528599709e-05,2.6159541606903076
1B,C4,hellaswag_continuation,91,creative_completion,activitynet~v_DACWnbWrd18,open_continuation,A large patch of grass is shown. a man,is mowing the yard next to the bushes.,ok,"[1.0,0.1,0.5]",27,0,-0.3912581321090982,-0.374045539580483,4.601893460309064,4.399442672729492,is,285,4.399442672729492,"[[""is"",0.16170115768909454],[""The"",0.15672612190246582],[""A"",0.08130845427513123],[""walk"",0.06846858561038971],[""Is"",0.045609910041093826]]",0,0.16170115768909454,2.606940269470215
1B,C4,hellaswag_continuation,92,creative_completion,activitynet~v_DRK5oUhjwTg,open_continuation,A pilates instructor on skates explains how to strap your risk protectors tight and shows that you need knee pads to pro,then explains the skates movement and how to use the breaks that is in the back of the skates.,ok,"[0.1,0.1,0.1]",27,0,-0.17487473922165173,-0.1537595428986972,2.0568388303120932,1.8084864616394043,"""",1,1.8084864616394043,"[[""\"""",0.7291749715805054],[""\""I"",0.04885167255997658],[""*"",0.014440527185797691],[""\""H"",0.010239866562187672],[""\""Yes"",0.009323504753410816]]",91657,1.4868829500969127e-09,2.655900239944458
1B,C4,hellaswag_continuation,93,creative_completion,activitynet~v_D_zM6YmlUnw,open_continuation,A woman wearing a tan apron is holding a knife and talking. She then shows an appliance on the table and tilts it upward,turns a dial on the appliance and sets it back down.,ok,"[1.0,1.0,0.5]",27,0,-0.494543029781745,-0.4570368404645398,5.816708070260507,5.375568389892578,She,8100,5.375568389892578,"[[""She"",0.09630530327558517],[""The"",0.06882629543542862],[""she"",0.03830760344862938],[""holds"",0.03302321583032608],[""t"",0.03225823491811752]]",25,0.007031048648059368,2.717141628265381
1B,C4,hellaswag_continuation,94,creative_completion,activitynet~v_D_zM6YmlUnw,open_continuation,She then shows an appliance on the table and tilts it upwards. She turns a dial on the appliance and sets it back down. ,picks the knife back up and places it on the appliance.,ok,"[0.1,0.1,0.1]",27,0,-0.4440264153746906,-0.4377712431108833,5.222542586149992,5.148970603942871,t,83,5.148970603942871,"[[""t"",0.11265688389539719],[""re"",0.08178012818098068],[""turn"",0.06319478154182434],[""p"",0.03435840830206871],[""walk"",0.03128368780016899]]",3,0.03435840830206871,2.608919620513916
1B,C4,hellaswag_continuation,95,creative_completion,activitynet~v_D_zM6YmlUnw,open_continuation,She turns a dial on the appliance and sets it back down. She picks the knife back up and places it on the appliance. she,turns the dial again on the appliance.,ok,"[0.5,1.0,0.1]",27,0,-0.4778689358850276,-0.4754162065559103,5.620590987028899,5.591742515563965,sets,5022,5.591742515563965,"[[""sets"",0.05527506023645401],[""re"",0.04139911010861397],[""she"",0.04044010117650032],[""p"",0.03513496741652489],[""She"",0.03459024801850319]]",5,0.02935636416077614,2.669234275817871
1B,C4,hellaswag_continuation,96,creative_completion,activitynet~v_D_zM6YmlUnw,open_continuation,She picks the knife back up and places it in the appliance and slowly draws it back several times. she,slices a tomato on a wood block with the knife.,ok,"[0.5,1.0,0.5]",27,0,-0.48576518856297574,-0.47614521893278255,5.713465001848009,5.600317001342773,she,32158,5.600317001342773,"[[""she"",0.06002389267086983],[""She"",0.05338635295629501],[""tries"",0.04530841112136841],[""her"",0.042897142469882965],[""uses"",0.028575656935572624]]",24,0.007168831769376993,2.6153464317321777
1B,C4,hellaswag_continuation,97,creative_completion,activitynet~v_D_zM6YmlUnw,open_continuation,She picks the knife back up and places it in the appliance and slowly draws it back several times. She slices a tomato o,grabs a second knife and puts it in the appliance.,ok,"[0.5,1.0,1.0]",27,0,-0.4236030371034448,-0.4137049156037565,4.9823272316544145,4.865907669067383,cuts,23312,4.865907669067383,"[[""cuts"",0.21736304461956024],[""she"",0.05538901686668396],[""uses"",0.04246823117136955],[""She"",0.03777202591300011],[""p"",0.031070422381162643]]",20,0.0068252659402787685,2.645392417907715
1B,C4,hellaswag_continuation,98,creative_completion,activitynet~v_E3h0UHRsSQk,open_continuation,A man wearing a black clothes is sharpening the knife on a stone. The man beside him on blue long sleeves drawing someth,turn the knife to sharpen the other side and then wipe it with paper towel.,ok,"[1.0,1.0,1.0]",27,0,-0.4036046630447425,-0.3306623706064549,4.747110684712728,3.889179229736328,The,791,3.889179229736328,"[[""The"",0.40921664237976074],[""A"",0.06275540590286255],[""is"",0.03957933932542801],[""the"",0.02616034634411335],[""holds"",0.02476811595261097]]",80,0.0009528902592137456,2.5976274013519287
1B,C4,hellaswag_continuation,99,creative_completion,activitynet~v_EKyV_WFsJH0,open_continuation,A man is seen speaking to the camera while a shot of a person playing basketball shows behind. the man,continues speaking as more shots are shown of the boy playing basketball.,ok,"[1.0,0.5,1.0]",27,0,-0.3313395878096758,-0.297718486974427,3.8971445118939436,3.5017004013061523,The,791,3.501131534576416,"[[""The"",0.3813666105270386],[""He"",0.089178167283535],[""*"",0.07869945466518402],[""Is"",0.05201716348528862],[""is"",0.0320468433201313]]",276,0.0001372534316033125,2.5795841217041016
3B,C1,factual_recall,0,capital,C1_0_capital,first_token_str,Q: What is the capital of France? A:,Paris,ok,"[0.5,0.5,1.0]",27,0,-0.006270746606206482,-0.0028886493379082162,0.07375516425128337,0.033975668251514435,Paris,60704,0.033975668251514435,"[[""Paris"",0.996282160282135],[""The"",0.002015577396377921],[""Par"",0.0005382636445574462],["" Paris"",0.00016035826411098242],[""France"",0.0001494703465141356]]",0,0.996282160282135,5.329721689224243
3B,C1,factual_recall,1,capital,C1_1_capital,first_token_str,Q: What is the capital of Japan? A:,Tokyo,ok,"[0.5,1.0,0.5]",27,0,-0.0019779813953793787,-0.0010676018721381586,0.02326458902960574,0.012556902132928371,Tok,53954,0.012556902132928371,"[[""Tok"",0.9987178444862366],["" Tokyo"",0.0006982675986364484],[""To"",0.00013017964374739677],[""The"",0.00012229246203787625],["" TOK"",5.7317323808092624e-05]]",0,0.9987178444862366,4.7436158657073975
3B,C1,factual_recall,2,capital,C1_2_capital,first_token_str,Q: What is the capital of Germany? A:,Berlin,ok,"[1.0,0.5,0.5]",27,0,-0.0055482522993609805,-0.004088871150591208,0.06525734260126397,0.04809241741895676,Berlin,95509,0.04809241741895676,"[[""Berlin"",0.9935927987098694],[""Ber"",0.003755429061129689],[""B"",0.0014938064850866795],[""The"",0.0002941479324363172],["" Berlin"",0.0002741760399658233]]",0,0.9935927987098694,5.005266427993774
3B,C1,factual_recall,3,capital,C1_3_capital,first_token_str,Q: What is the capital of Italy? A:,Rome,ok,"[0.5,0.5,1.0]",27,0,-0.007019995942175248,-0.004197038949857443,0.08256767276260588,0.049364663660526276,R,49,0.049364663660526276,"[[""R"",0.9943378567695618],[""Rom"",0.001803225721232593],[""The"",0.0009209975833073258],[""Roman"",0.000825576891656965],["" Rome"",0.000787770957686007]]",0,0.9943378567695618,4.597736358642578
3B,C1,factual_recall,4,capital,C1_4_capital,first_token_str,Q: What is the capital of Spain? A:,Madrid,ok,"[1.0,0.1,1.0]",27,0,-0.004812956249037233,-0.0017065163564009048,0.05660894961544761,0.02007167600095272,Mad,38136,0.02007167600095272,"[[""Mad"",0.9978550672531128],[""The"",0.001323934644460678],["" Madrid"",0.0002546589821577072],[""M"",8.139390411088243e-05],[""Spain"",4.936789991916157e-05]]",0,0.9978550672531128,4.555205821990967
3B,C1,factual_recall,5,capital,C1_5_capital,first_token_str,Q: What is the capital of Russia? A:,Moscow,ok,"[1.0,0.5,0.5]",27,0,-0.02041688656005634,-0.011448801214253351,0.2401390003937262,0.1346583217382431,Mos,77406,0.1346583217382431,"[[""Mos"",0.9833497405052185],[""M"",0.005323946475982666],[""The"",0.00405024504289031],[""It"",0.001410705503076315],["" Moscow"",0.0008897208026610315]]",0,0.9833497405052185,4.648188352584839
3B,C1,factual_recall,6,capital,C1_6_capital,first_token_str,Q: What is the capital of China? A:,Beijing,ok,"[1.0,1.0,0.1]",27,0,-0.012474706511719015,-0.007021448176853214,0.14672479778528214,0.08258475363254547,Be,3513,0.08258475363254547,"[[""Be"",0.9878793358802795],["" Beijing"",0.009241328574717045],[""Bei"",0.0005337237380445004],[""The"",0.0004189245810266584],[""(Be"",0.00023135212541092187]]",0,0.9878793358802795,4.586735010147095
3B,C1,factual_recall,7,capital,C1_7_capital,first_token_str,Q: What is the capital of Egypt? A:,Cairo,ok,"[1.0,0.1,1.0]",27,0,-0.01301456965627237,-0.009326055504541853,0.15307455123574645,0.10969104617834091,C,34,0.10969104617834091,"[[""C"",0.9866665601730347],[""Ca"",0.004428594373166561],["" Cairo"",0.0032400290947407484],[""The"",0.001579064060933888],[""Egypt"",0.0005046991864219308]]",0,0.9866665601730347,4.584657192230225
3B,C1,factual_recall,8,capital,C1_8_capital,first_token_str,Q: What is the capital of Australia? A:,Canberra,ok,"[1.0,0.1,1.0]",27,0,-0.03056606520309557,-0.018760585401392988,0.3595114427584189,0.22065794467926025,Can,6854,0.22065794467926025,"[[""Can"",0.9606185555458069],["" Canberra"",0.028115682303905487],[""C"",0.003574507776647806],[""The"",0.002574621234089136],[""CAN"",0.0011973101645708084]]",0,0.9606185555458069,4.59156346321106
3B,C1,factual_recall,9,capital,C1_9_capital,first_token_str,Q: What is the capital of Canada? A:,Ottawa,ok,"[0.1,1.0,1.0]",27,0,-0.010549098955619672,-0.004591596957622604,0.12407621851673832,0.054005369544029236,O,46,0.054005369544029236,"[[""O"",0.9940469264984131],[""The"",0.0019189617596566677],["" Ottawa"",0.0009955442510545254],[""Toronto"",0.0006895933765918016],[""Ont"",0.00042817823123186827]]",0,0.9940469264984131,4.682849407196045
3B,C1,factual_recall,10,capital,C1_10_capital,first_token_str,Q: What is the capital of Mexico? A:,Mexico,ok,"[0.5,1.0,0.5]",27,0,-0.04959574348009376,-0.03994479640956394,0.583334399594201,0.4698220491409302,Mexico,69931,0.4698220491409302,"[[""Mexico"",0.8747333288192749],[""Ci"",0.10611718893051147],[""Mex"",0.006473190151154995],[""The"",0.006473190151154995],[""City"",0.0023813534062355757]]",0,0.8747333288192749,4.52475643157959
3B,C1,factual_recall,11,capital,C1_11_capital,first_token_str,Q: What is the capital of Argentina? A:,Buenos,ok,"[0.5,0.5,1.0]",27,0,-0.004221045515933298,-0.0023150378257192896,0.04964702369438277,0.02722897380590439,B,33,0.02722897380590439,"[[""B"",0.9973532557487488],["" Buenos"",0.0007307784399017692],[""Bu"",0.00038811349077150226],[""Argentina"",0.00024669995764270425],[""The"",0.0002160176809411496]]",0,0.9973532557487488,4.624535799026489
3B,C1,factual_recall,12,capital,C1_12_capital,first_token_str,Q: What is the capital of South Korea? A:,Seoul,ok,"[1.0,1.0,0.1]",27,0,-0.003636009647342655,-0.0023162977710966103,0.04276595844162835,0.02724379301071167,Se,1542,0.02724379301071167,"[[""Se"",0.9971437454223633],["" Seoul"",0.0011952223721891642],[""SEO"",0.0005303767393343151],[""The"",0.0002975144889205694],[""-Se"",9.144845535047352e-05]]",0,0.9971437454223633,4.54256534576416
3B,C1,factual_recall,13,capital,C1_13_capital,first_token_str,Q: What is the capital of Thailand? A:,Bangkok,ok,"[1.0,0.1,1.0]",27,0,-0.020515446651161822,-0.014599488151265964,0.2412982428515399,0.17171601951122284,Bang,63919,0.17171601951122284,"[[""Bang"",0.9681336283683777],[""B"",0.022768322378396988],["" Bangkok"",0.0061280089430511],[""The"",0.00198947312310338],[""Bank"",0.0002756310277618468]]",0,0.9681336283683777,4.551685571670532
3B,C1,factual_recall,14,capital,C1_14_capital,first_token_str,Q: What is the capital of the Netherlands? A:,Amsterdam,ok,"[1.0,0.1,1.0]",27,0,-0.026431994312711867,-0.013775483874498175,0.31088739578370694,0.16202425956726074,Am,6219,0.16202425956726074,"[[""Am"",0.9728022813796997],[""The"",0.021830452606081963],[""'"",0.000901050225365907],["" Amsterdam"",0.000866531569045037],[""A"",0.0005909231840632856]]",0,0.9728022813796997,4.673104286193848
3B,C1,factual_recall,15,capital,C1_15_capital,first_token_str,Q: What is the capital of Sweden? A:,Stockholm,ok,"[0.5,1.0,0.5]",27,0,-0.01021515742836507,-0.007734451835990072,0.12014847055629448,0.0909709483385086,Stock,19931,0.0909709483385086,"[[""Stock"",0.9867372512817383],["" Stockholm"",0.008671388030052185],[""St"",0.0023157098330557346],[""The"",0.0009068450308404863],[""ST"",0.00011439520312706009]]",0,0.9867372512817383,4.636386394500732
3B,C1,factual_recall,16,capital,C1_16_capital,first_token_str,Q: What is the capital of Norway? A:,Oslo,ok,"[1.0,1.0,0.1]",27,0,-0.01721643362235626,-0.01611526135165601,0.20249596569273207,0.189544215798378,Os,29967,0.189544215798378,"[[""Os"",0.9572237133979797],[""O"",0.040763504803180695],[""OS"",0.0007763510220684111],[""Nor"",0.0004389090754557401],["" Oslo"",0.00038432161090895534]]",0,0.9572237133979797,4.651392459869385
3B,C1,factual_recall,17,capital,C1_17_capital,first_token_str,Q: What is the capital of Greece? A:,Athens,ok,"[0.5,0.5,1.0]",27,0,-0.004709528459627443,-0.0028542732264131157,0.05539245434381344,0.03357134386897087,Ath,86340,0.03357134386897087,"[[""Ath"",0.9957060217857361],["" Athens"",0.0026686610653996468],[""At"",0.0010288604535162449],[""The"",0.0001602656120667234],[""A"",0.00010267001198371872]]",0,0.9957060217857361,4.630056142807007
3B,C1,factual_recall,18,capital,C1_18_capital,first_token_str,Q: What is the capital of Portugal? A:,Lisbon,ok,"[0.5,0.5,1.0]",27,0,-0.023942941215628382,-0.01168475876754092,0.2816116920223943,0.13743360340595245,L,43,0.13743360340595245,"[[""L"",0.978532612323761],["" Lisbon"",0.00873470213264227],[""Port"",0.008334712125360966],[""The"",0.0023879350628703833],[""Lu"",0.00039287706022150815]]",0,0.978532612323761,4.550945520401001
3B,C1,factual_recall,19,capital,C1_19_capital,first_token_str,Q: What is the capital of Poland? A:,Warsaw,ok,"[0.5,1.0,0.5]",27,0,-0.007810834959930967,-0.00661354513677834,0.09186935010883543,0.07778708636760712,Wars,100070,0.07778708636760712,"[[""Wars"",0.9901675581932068],[""W"",0.0031514863949269056],["" Warsaw"",0.0027380590327084064],[""War"",0.0011868607252836227],[""Pol"",0.00048329614219255745]]",0,0.9901675581932068,4.558192253112793
3B,C1,factual_recall,20,capital,C1_20_capital,first_token_str,Q: What is the capital of Turkey? A:,Ankara,ok,"[0.1,1.0,1.0]",27,0,-0.011779378241819296,-0.008956075616756603,0.13854649718160983,0.1053394228219986,An,2127,0.1053394228219986,"[[""An"",0.9849858283996582],[""I"",0.007520458661019802],["" Ankara"",0.004561388865113258],[""The"",0.00039856971125118434],[""ANK"",0.00031040640897117555]]",0,0.9849858283996582,4.543777704238892
3B,C1,factual_recall,21,capital,C1_21_capital,first_token_str,Q: What is the capital of Vietnam? A:,Hanoi,ok,"[0.5,0.5,1.0]",27,0,-0.007094462847866412,-0.004557704173589996,0.0834435363886533,0.053606729954481125,H,39,0.053606729954481125,"[[""H"",0.992753803730011],[""Ha"",0.005545476451516151],[""Ho"",0.0004999398370273411],[""The"",0.0002051749179372564],[""Viet"",0.0001942557137226686]]",0,0.992753803730011,4.700677156448364
3B,C1,factual_recall,22,capital,C1_22_capital,first_token_str,Q: What is the capital of Indonesia? A:,Jakarta,ok,"[0.5,1.0,0.5]",27,0,-0.019155301890640075,-0.01252639087737059,0.2253005145876496,0.14733269810676575,Jak,90372,0.14733269810676575,"[[""Jak"",0.9810367822647095],["" Jakarta"",0.006209682207554579],[""J"",0.0034833161626011133],[""Jac"",0.0026499670930206776],[""Jack"",0.001104670693166554]]",0,0.9810367822647095,4.54932713508606
3B,C1,factual_recall,23,capital,C1_23_capital,first_token_str,Q: What is the capital of Kenya? A:,Nairobi,ok,"[0.5,0.5,1.0]",27,0,-0.003130210279073669,-0.0019437880156136867,0.03681685575456531,0.02286241389811039,N,45,0.02286241389811039,"[[""N"",0.9976907968521118],["" Nairobi"",0.0008817855268716812],[""Na"",0.00040371084469370544],[""K"",0.0001791456015780568],[""NA"",0.00015323134721256793]]",0,0.9976907968521118,4.588855266571045
3B,C1,factual_recall,24,capital,C1_24_capital,first_token_str,Q: What is the capital of Chile? A:,Santiago,ok,"[0.5,1.0,0.5]",27,0,-0.005066996627392505,-0.002681844728891668,0.05959691755749561,0.03154327720403671,S,50,0.03154327720403671,"[[""S"",0.9970794320106506],[""The"",0.0011766164097934961],[""It"",0.00025446113431826234],["" Santiago"",0.0001309853687416762],[""Singapore"",9.887294436339289e-05]]",0,0.9970794320106506,4.671807527542114
3B,C1,factual_recall,25,date,C1_25_date,first_token_str,Q: In what year did humans first land on the Moon? A:,1969,ok,"[0.5,1.0,1.0]",27,0,-0.046354972618778446,-0.03903027750485982,0.5452171542026378,0.45906567573547363,196,5162,0.45906567573547363,"[[""196"",0.9153172969818115],[""July"",0.052451860159635544],[""Apollo"",0.007857417687773705],[""7"",0.005615443456918001],[""NASA"",0.0049944790080189705]]",0,0.9153172969818115,4.603037118911743
3B,C1,factual_recall,26,date,C1_26_date,first_token_str,Q: In what year did the Berlin Wall fall? A:,1989,ok,"[1.0,1.0,1.0]",27,0,-0.08242332239730789,-0.07286453773982195,0.9694452771434078,0.857016921043396,November,34827,0.857016921043396,"[[""November"",0.7951084971427917],[""198"",0.13391812145709991],[""11"",0.016246112063527107],[""The"",0.015261809341609478],[""197"",0.003798964899033308]]",1,0.13391812145709991,4.535154581069946
3B,C1,factual_recall,27,date,C1_27_date,first_token_str,Q: In what year did World War I begin? A:,1914,ok,"[1.0,0.1,1.0]",27,0,-0.08533076365054129,-0.07457036568715357,1.0036419718353837,0.877080500125885,191,7529,0.877080500125885,"[[""191"",0.7981821894645691],[""World"",0.08412779122591019],[""July"",0.06759858131408691],[""7"",0.012214810587465763],[""1"",0.0075843483209609985]]",0,0.7981821894645691,4.62734842300415
3B,C1,factual_recall,28,date,C1_28_date,first_token_str,Q: In what year did World War I end? A:,1918,ok,"[0.5,0.5,1.0]",27,0,-0.14534215937620695,-0.14297717740769916,1.709483018627873,1.681666612625122,191,7529,1.681666612625122,"[[""191"",0.2988671064376831],[""November"",0.29423362016677856],[""11"",0.18997149169445038],[""World"",0.12854114174842834],[""The"",0.06363247334957123]]",0,0.2988671064376831,4.651917219161987
3B,C1,factual_recall,29,date,C1_29_date,first_token_str,Q: In what year did World War II begin? A:,1939,ok,"[1.0,0.1,1.0]",27,0,-0.12106712524766691,-0.10813547777154804,1.4239653216467962,1.2718660831451416,193,7285,1.2718660831451416,"[[""193"",0.5987039804458618],[""September"",0.25350719690322876],[""World"",0.06310293078422546],[""191"",0.029807712882757187],[""1"",0.016461383551359177]]",0,0.5987039804458618,4.68501877784729
3B,C1,factual_recall,30,date,C1_30_date,first_token_str,Q: In what year did World War II end? A:,1945,ok,"[0.5,1.0,0.5]",27,0,-0.10039238159773191,-0.09258238263641609,1.180793461976228,1.0889339447021484,194,6393,1.0889339447021484,"[[""194"",0.7687581777572632],[""September"",0.056565627455711365],[""9"",0.05313848704099655],[""World"",0.04914506524801254],[""May"",0.017938761040568352]]",0,0.7687581777572632,4.562326431274414
3B,C1,factual_recall,31,date,C1_31_date,first_token_str,Q: In what year did the French Revolution begin? A:,1789,ok,"[0.1,1.0,1.0]",27,0,-0.041856958190276836,-0.021977592721122534,0.49231248210977624,0.2584956884384155,178,11256,0.2584956884384155,"[[""178"",0.9547139406204224],[""The"",0.03068922646343708],[""177"",0.004025549627840519],[""168"",0.002968254266306758],[""It"",0.001992791658267379]]",0,0.9547139406204224,4.5673840045928955
3B,C1,factual_recall,32,date,C1_32_date,first_token_str,Q: In what year did the United States declare independence? A:,1776,ok,"[0.5,1.0,1.0]",27,0,-0.05368033046917397,-0.030998269519110874,0.631376427632791,0.3645949363708496,177,11242,0.3645949363708496,"[[""177"",0.9424199461936951],[""July"",0.03327149897813797],[""The"",0.007780153304338455],[""4"",0.0013732785591855645],[""Independ"",0.001240653800778091]]",0,0.9424199461936951,4.6257688999176025
3B,C1,factual_recall,33,date,C1_33_date,first_token_str,Q: In what year was the Magna Carta signed? A:,1215,ok,"[0.1,1.0,1.0]",27,0,-0.07364926108505461,-0.022571828316566768,0.8662466671731737,0.2654849588871002,121,7994,0.2654849588871002,"[[""121"",0.9655072689056396],[""119"",0.006871214602142572],[""106"",0.005608122330158949],[""The"",0.0043336208909749985],[""116"",0.002797995926812291]]",0,0.9655072689056396,4.583592176437378
3B,C1,factual_recall,34,date,C1_34_date,first_token_str,Q: In what year did Christopher Columbus first reach the Americas? A:,1492,ok,"[1.0,1.0,1.0]",27,0,-0.09767844963582561,-0.05680170759926742,1.1488727816828974,0.6680893898010254,149,10161,0.6680893898010254,"[[""149"",0.9010999202728271],[""148"",0.027856148779392242],[""October"",0.009477575309574604],[""147"",0.006988325621932745],[""C"",0.006879981141537428]]",0,0.9010999202728271,4.67007040977478
3B,C1,factual_recall,35,date,C1_35_date,first_token_str,Q: In what year did Constantinople fall to the Ottomans? A:,1453,ok,"[1.0,1.0,0.5]",27,0,-0.005283844821433166,-0.0034353373566835804,0.06214743907804842,0.040405694395303726,145,9591,0.040405694395303726,"[[""145"",0.9962729811668396],[""120"",0.0005424801493063569],[""146"",0.000509612902533263],[""144"",0.00028810914955101907],[""132"",0.00021243836090434343]]",0,0.9962729811668396,4.5376012325286865
3B,C1,factual_recall,36,date,C1_36_date,first_token_str,Q: In what year did the American Civil War begin? A:,1861,ok,"[0.1,1.0,0.5]",27,0,-0.08755935722992951,-0.07979813180688099,1.0298542071271826,0.9385683536529541,April,29146,0.9385683536529541,"[[""April"",0.6354809999465942],[""The"",0.31458592414855957],[""186"",0.0191898662596941],["" April"",0.00632814597338438],[""4"",0.005898480769246817]]",2,0.0191898662596941,4.694100379943848
3B,C1,factual_recall,37,date,C1_37_date,first_token_str,Q: In what year did the American Civil War end? A:,1865,ok,"[1.0,1.0,0.1]",27,0,-0.09629503087844081,-0.09145371482570967,1.1326013097056635,1.0756587982177734,186,9714,1.0756587982177734,"[[""186"",0.5245398879051208],[""April"",0.3440016210079193],[""The"",0.11343970149755478],[""4"",0.006399831268936396],[""It"",0.00406798068434]]",0,0.5245398879051208,4.5368897914886475
3B,C1,factual_recall,38,date,C1_38_date,first_token_str,Q: In what year did the Russian Revolution occur? A:,1917,ok,"[0.1,1.0,0.1]",27,0,-0.13885312841231293,-0.12392200930229952,1.6331604410100866,1.4575438499450684,The,791,1.4575438499450684,"[[""The"",0.6086456775665283],[""Two"",0.17437990009784698],[""191"",0.07983692735433578],[""There"",0.06026407703757286],[""190"",0.01273111067712307]]",2,0.07983692735433578,4.603996992111206
3B,C1,factual_recall,39,date,C1_39_date,first_token_str,Q: In what year did the September 11 attacks occur? A:,2001,ok,"[0.5,0.5,0.5]",27,0,-0.053293607311955704,-0.0492897371587182,0.6268278735655325,0.5797352194786072,200,1049,0.5797212719917297,"[[""200"",0.825851321220398],[""The"",0.14806699752807617],[""September"",0.01942216232419014],[""In"",0.0006856862455606461],[""On"",0.000493881234433502]]",0,0.825851321220398,4.541942358016968
3B,C1,factual_recall,40,date,C1_40_date,first_token_str,Q: In what year was the first iPhone released? A:,2007,ok,"[1.0,0.1,1.0]",27,0,-0.0728436591946639,-0.056498717657931546,0.8567713521145008,0.6645256876945496,200,1049,0.6645256876945496,"[[""200"",0.86871737241745],[""1"",0.0381687767803669],[""June"",0.036420900374650955],[""The"",0.027491936460137367],[""It"",0.004852615296840668]]",0,0.86871737241745,4.60896372795105
3B,C1,factual_recall,41,date,C1_41_date,first_token_str,Q: In what year did the Titanic sink? A:,1912,ok,"[1.0,0.1,1.0]",27,0,-0.09481761840815232,-0.08435896937404007,1.1152243040226124,0.9922119379043579,April,29146,0.9922119379043579,"[[""April"",0.5308630466461182],[""191"",0.4070267975330353],[""The"",0.033936940133571625],[""4"",0.013927692547440529],[""It"",0.0054969401098787785]]",1,0.4070267975330353,4.873963117599487
3B,C1,factual_recall,42,date,C1_42_date,first_token_str,Q: In what year was the Declaration of Independence signed? A:,1776,ok,"[0.1,0.5,0.1]",27,0,-0.11176474096426209,-0.09146564408229373,1.3145526912477281,1.0757991075515747,July,29527,1.0757991075515747,"[[""July"",0.7266756892204285],[""177"",0.15471817553043365],[""The"",0.06865578144788742],["" July"",0.012405847199261189],[""It"",0.006189506500959396]]",1,0.15471817553043365,4.653390169143677
3B,C1,factual_recall,43,date,C1_43_date,first_token_str,Q: In what year did the Soviet Union dissolve? A:,1991,ok,"[0.5,0.1,0.1]",27,0,-0.10675239948540906,-0.09920771133473738,1.255598615717005,1.1668596267700195,December,33246,1.1668596267700195,"[[""December"",0.5600533485412598],[""199"",0.2860472500324249],[""The"",0.11201770603656769],[""12"",0.01639181189239025],[""Tw"",0.006270426791161299]]",1,0.2860472500324249,4.581324815750122
3B,C1,factual_recall,44,date,C1_44_date,first_token_str,Q: In what year did the Wright brothers' first powered flight occur? A:,1903,ok,"[0.1,1.0,0.1]",27,0,-0.06239045995277571,-0.06006617349499941,0.7338230852727536,0.7064853310585022,December,33246,0.7064853310585022,"[[""December"",0.8517264127731323],[""12"",0.06465983390808105],[""On"",0.038610152900218964],[""190"",0.013659738935530186],["" December"",0.007031430955976248]]",3,0.013659738935530186,4.584442138671875
3B,C1,factual_recall,45,date,C1_45_date,first_token_str,Q: In what year was the United Nations founded? A:,1945,ok,"[0.1,0.5,0.1]",27,0,-0.12068634138047268,-0.10906328406400213,1.4194866242232147,1.2827787399291992,The,791,1.2827787399291992,"[[""The"",0.5086775422096252],[""194"",0.3441884219646454],[""October"",0.08567527681589127],[""1"",0.023059189319610596],[""April"",0.006710606161504984]]",1,0.3441884219646454,4.543559551239014
3B,C1,factual_recall,46,date,C1_46_date,first_token_str,Q: In what year did the Korean War begin? A:,1950,ok,"[0.5,0.5,0.5]",27,0,-0.12066035220050032,-0.1083986916997453,1.419180945113853,1.2749619483947754,June,28259,1.2724366188049316,"[[""June"",0.4337942600250244],[""The"",0.41392937302589417],[""195"",0.09679257124662399],[""194"",0.016430390998721123],[""July"",0.009216614067554474]]",2,0.09679257124662399,4.637033700942993
3B,C1,factual_recall,47,date,C1_47_date,first_token_str,Q: In what year did Neil Armstrong walk on the Moon? A:,1969,ok,"[1.0,0.1,1.0]",27,0,-0.06704631452348478,-0.0584080017621608,0.7885842389530606,0.686982274055481,196,5162,0.686982274055481,"[[""196"",0.7351282835006714],[""July"",0.2501147985458374],[""7"",0.005272713955491781],[""Apollo"",0.0017799896886572242],[""Neil"",0.0008607468334957957]]",0,0.7351282835006714,4.593303680419922
3B,C1,factual_recall,48,date,C1_48_date,first_token_str,Q: In what year did the Chernobyl disaster occur? A:,1986,ok,"[0.1,0.1,0.1]",27,0,-0.11539338702938164,-0.10847648018256831,1.3572320408291287,1.2758768796920776,April,29146,1.2758768796920776,"[[""April"",0.4939204156398773],[""The"",0.3139549195766449],[""198"",0.13715673983097076],[""Ch"",0.022043095901608467],[""4"",0.010092063806951046]]",2,0.13715673983097076,4.590588569641113
